po_id,supplier_id,branch_id,order_date,expected_delivery_date,received_date,po_status,total_cost,total_gst_amount,grand_total
PO-295828,SUP0003,CHN001,8/24/2020,9/9/2020,,Cancelled,1396609.55,391050.674,1787660.224
PO-248882,SUP0003,KOL001,9/26/2022,10/12/2022,10/10/2022,Received,27646581.64,7737049.359,35383631
PO-301257,SUP0008,DEL001,3/19/2024,4/14/2024,4/14/2024,Received,17215905.51,4820453.543,22036359.05
PO-740467,SUP0007,AHM001,9/23/2020,10/5/2020,10/5/2020,Received,14246575.49,3831008.504,18077583.99
PO-226405,SUP0008,PUN001,7/20/2020,8/15/2020,8/15/2020,Received,21028307.89,5787715.971,26816023.86
PO-330230,SUP0001,KOL001,7/25/2024,8/13/2024,8/13/2024,Received,10383052.01,2902934.715,13285986.72
PO-307589,SUP0008,HYD001,11/6/2021,12/2/2021,12/2/2021,Received,8462353.04,2258583.137,10720936.18
PO-655038,SUP0008,DEL001,6/10/2021,7/6/2021,7/6/2021,Received,41230193.89,11084726.65,52314920.54
PO-958761,SUP0002,CHN001,4/2/2021,4/12/2021,4/19/2021,Received,19332443.2,5356126.853,24688570.05
PO-933995,SUP0004,HYD001,7/31/2023,8/18/2023,8/18/2023,Received,27218138.38,7591365.568,34809503.95
PO-648461,SUP0008,KOL001,2/18/2024,3/15/2024,3/15/2024,Received,5903463.71,1458874.26,7362337.97
PO-792166,SUP0003,KOL001,9/7/2020,9/23/2020,9/23/2020,Received,110088.16,19815.8688,129904.0288
PO-758837,SUP0001,CHN001,10/22/2019,11/10/2019,,Cancelled,18448307.52,4950854.7,23399162.22
PO-822240,SUP0003,KOL001,4/25/2022,5/11/2022,5/11/2022,Received,62720.08,11289.6144,74009.6944
PO-182119,SUP0001,DEL001,10/21/2021,11/9/2021,11/9/2021,Received,3503075.6,806375.328,4309450.928
PO-945170,SUP0001,DEL001,10/16/2024,11/4/2024,11/4/2024,Received,57970,10434.6,68404.6
PO-468439,SUP0001,CHN001,3/5/2022,3/24/2022,3/24/2022,Received,202339.11,36421.0398,238760.1498
PO-246528,SUP0008,KOL001,10/6/2023,11/1/2023,11/1/2023,Received,11130258.78,2986905.996,14117164.78
PO-811032,SUP0001,CHN001,5/16/2022,6/4/2022,6/11/2022,Received,4509536.33,1107295.004,5616831.334
PO-676799,SUP0003,HYD001,5/3/2023,5/19/2023,5/19/2023,Received,41891628.07,11703588.84,53595216.91
PO-790563,SUP0002,HYD001,8/26/2020,9/5/2020,9/5/2020,Received,295809.15,53245.647,349054.797
PO-887349,SUP0007,DEL001,5/26/2022,6/7/2022,6/7/2022,Received,16929253.28,4671833.003,21601086.28
PO-103105,SUP0003,AHM001,3/11/2020,3/27/2020,3/27/2020,Received,27944893.47,7772892.591,35717786.06
PO-493442,SUP0008,PUN001,11/26/2022,12/22/2022,12/22/2022,Received,62912444.54,17470213.29,80382657.83
PO-613229,SUP0001,PUN001,5/23/2021,6/11/2021,6/12/2021,Received,9792518.72,2598466.033,12390984.75
PO-992293,SUP0008,DEL001,8/7/2020,9/2/2020,8/30/2020,Received,42728415.92,11773148.01,54501563.93
PO-299339,SUP0002,CHN001,8/8/2019,8/18/2019,8/18/2019,Received,2914582.62,770341.2796,3684923.9
PO-206049,SUP0004,AHM001,3/11/2020,3/29/2020,,Cancelled,414987.44,74697.7392,489685.1792
PO-679443,SUP0003,HYD001,6/10/2024,6/26/2024,6/25/2024,Received,2672048.77,735477.7266,3407526.497
PO-845783,SUP0004,CHN001,12/24/2023,1/11/2024,1/11/2024,Received,7843210.2,2130033.346,9973243.546
PO-157215,SUP0005,HYD001,1/7/2024,2/4/2024,2/4/2024,Received,1081441.85,194659.533,1276101.383
PO-310107,SUP0001,AHM001,3/31/2023,4/19/2023,4/19/2023,Received,22272786.88,6175356.613,28448143.49
PO-360068,SUP0005,AHM001,9/29/2020,10/27/2020,10/27/2020,Received,45266401.64,12632820.64,57899222.28
PO-791198,SUP0007,PUN001,5/11/2021,5/23/2021,5/21/2021,Received,603569.01,168999.3228,772568.3328
PO-848164,SUP0007,PUN001,8/10/2022,8/22/2022,,Cancelled,9955708.33,2778842.797,12734551.13
PO-340312,SUP0005,KOL001,10/5/2020,11/2/2020,11/2/2020,Received,14281790.99,3918660.174,18200451.16
PO-122926,SUP0003,HYD001,3/10/2021,3/26/2021,3/26/2021,Received,2405052.54,432909.4572,2837961.997
PO-473584,SUP0001,DEL001,5/18/2024,6/6/2024,6/6/2024,Received,18276859.76,5027330.122,23304189.88
PO-337789,SUP0001,PUN001,8/26/2021,9/14/2021,9/18/2021,Received,9263242.57,2558813.316,11822055.89
PO-805261,SUP0003,AHM001,11/11/2022,11/27/2022,12/4/2022,Received,5239317.9,1390197.056,6629514.956
PO-684617,SUP0001,KOL001,1/1/2024,1/20/2024,1/20/2024,Received,10829926.61,2693656.024,13523582.63
PO-366997,SUP0001,HYD001,12/7/2021,12/26/2021,12/26/2021,Received,13847035.21,3753245.566,17600280.78
PO-982765,SUP0002,CHN001,12/12/2023,12/22/2023,12/22/2023,Received,1910557.74,534956.1672,2445513.907
PO-741797,SUP0002,KOL001,8/21/2023,8/31/2023,9/1/2023,Received,1479041.5,396214.145,1875255.645
PO-845103,SUP0004,CHN001,1/7/2024,1/25/2024,1/23/2024,Received,15625290.97,4184169.066,19809460.04
PO-785366,SUP0007,HYD001,7/5/2022,7/17/2022,,Cancelled,20116584.71,5571681.457,25688266.17
PO-133468,SUP0001,KOL001,8/24/2020,9/12/2020,9/16/2020,Received,11226964.17,3030931.7,14257895.87
PO-513382,SUP0006,PUN001,2/19/2024,2/29/2024,2/29/2024,Received,3088490.66,864777.3848,3953268.045
PO-476629,SUP0001,AHM001,6/9/2019,6/28/2019,7/5/2019,Received,77311.76,13916.1168,91227.8768
PO-142226,SUP0008,CHN001,10/10/2022,11/5/2022,11/5/2022,Received,489696.5,110627.529,600324.029
PO-190334,SUP0003,DEL001,3/21/2024,4/6/2024,4/7/2024,Received,780194.44,213383.4902,993577.9302
PO-582330,SUP0001,CHN001,1/30/2021,2/18/2021,2/18/2021,Received,4387702.09,1165388.33,5553090.42
PO-436480,SUP0007,AHM001,6/24/2022,7/6/2022,7/6/2022,Received,30282572.69,8120402.079,38402974.77
PO-904680,SUP0008,KOL001,9/24/2020,10/20/2020,10/20/2020,Received,5130431.43,1434381.278,6564812.708
PO-957444,SUP0004,CHN001,10/13/2020,10/31/2020,10/31/2020,Received,11269361.8,3032267.535,14301629.34
PO-927836,SUP0008,AHM001,5/10/2024,6/5/2024,6/5/2024,Received,14549911.64,4058224.415,18608136.06
PO-837363,SUP0004,HYD001,11/8/2019,11/26/2019,11/26/2019,Received,21705130.36,5927862.01,27632992.37
PO-870846,SUP0008,HYD001,8/10/2019,9/5/2019,9/5/2019,Received,12646790.69,3339123.004,15985913.69
PO-855535,SUP0006,AHM001,5/9/2020,5/19/2020,5/23/2020,Received,52607677.91,14700721.51,67308399.42
PO-732801,SUP0007,PUN001,10/24/2024,11/5/2024,11/5/2024,Received,1638612.42,294950.2356,1933562.656
PO-199417,SUP0006,CHN001,6/19/2024,6/29/2024,6/26/2024,Received,16846285.69,4400679.531,21246965.22
PO-549401,SUP0006,AHM001,10/16/2020,10/26/2020,10/26/2020,Received,3257121.21,718527.2178,3975648.428
PO-653849,SUP0003,AHM001,8/17/2020,9/2/2020,9/2/2020,Received,17773460.27,4935988.275,22709448.54
PO-805948,SUP0001,CHN001,8/23/2022,9/11/2022,9/11/2022,Received,6632940.69,1797968.526,8430909.216
PO-926725,SUP0002,DEL001,1/10/2021,1/20/2021,1/25/2021,Received,29781420.54,8327068.376,38108488.92
PO-227673,SUP0005,KOL001,5/22/2022,6/19/2022,6/19/2022,Received,152068.56,27372.3408,179440.9008
PO-492226,SUP0003,DEL001,12/19/2019,1/4/2020,,Cancelled,2143406.93,594933.1864,2738340.116
PO-655431,SUP0006,KOL001,5/21/2022,5/31/2022,5/31/2022,Received,14194251.92,3935797.182,18130049.1
PO-940713,SUP0005,KOL001,6/26/2021,7/24/2021,7/24/2021,Received,9940198.26,2783255.513,12723453.77
PO-786997,SUP0001,DEL001,10/2/2021,10/21/2021,10/19/2021,Received,798720.15,143769.627,942489.777
PO-616911,SUP0007,HYD001,2/27/2019,3/11/2019,3/16/2019,Received,4215859.59,1150717.724,5366577.314
PO-204677,SUP0002,DEL001,6/4/2023,6/14/2023,6/14/2023,Received,38815437.43,10854117.93,49669555.36
PO-130284,SUP0007,PUN001,10/27/2023,11/8/2023,11/8/2023,Received,14752906.92,4113587.828,18866494.75
PO-491108,SUP0004,AHM001,6/5/2023,6/23/2023,6/23/2023,Received,1652386.83,297429.6294,1949816.459
PO-697546,SUP0007,PUN001,3/2/2020,3/14/2020,3/14/2020,Received,3526380.55,987386.554,4513767.104
PO-739909,SUP0008,HYD001,10/28/2022,11/23/2022,11/23/2022,Received,8297077.47,1951699.905,10248777.37
PO-921255,SUP0003,AHM001,2/16/2022,3/4/2022,3/4/2022,Received,4340680.01,1215390.403,5556070.413
PO-396880,SUP0004,AHM001,5/14/2023,6/1/2023,6/1/2023,Received,517131.42,93083.6556,610215.0756
PO-242911,SUP0005,HYD001,8/4/2023,9/1/2023,9/1/2023,Received,14171358.85,3864270.061,18035628.91
PO-394685,SUP0003,DEL001,3/27/2022,4/12/2022,4/12/2022,Received,17556883.73,4798955.634,22355839.36
PO-619990,SUP0001,KOL001,3/11/2020,3/30/2020,4/2/2020,Received,8650637.17,2304260.845,10954898.01
PO-309170,SUP0001,HYD001,8/19/2022,9/7/2022,9/7/2022,Received,1606027.98,375393.1254,1981421.105
PO-149732,SUP0006,KOL001,11/19/2019,11/29/2019,11/29/2019,Received,10951025.06,2998856.074,13949881.13
PO-641204,SUP0003,DEL001,3/17/2021,4/2/2021,4/8/2021,Received,52195322.02,14555089.42,66750411.44
PO-692500,SUP0006,CHN001,12/14/2020,12/24/2020,12/24/2020,Received,25315210.48,6942317.4,32257527.88
PO-622811,SUP0008,KOL001,3/11/2024,4/6/2024,4/10/2024,Received,7502795.78,2048912.078,9551707.858
PO-479578,SUP0006,HYD001,2/18/2019,2/28/2019,2/28/2019,Received,12397409.32,3409762.846,15807172.17
PO-623415,SUP0005,CHN001,3/16/2024,4/13/2024,4/13/2024,Received,5605364.65,1538594.542,7143959.192
PO-527620,SUP0008,HYD001,9/21/2024,10/17/2024,10/17/2024,Received,13274219.06,3698144.704,16972363.76
PO-889395,SUP0003,PUN001,3/13/2021,3/29/2021,3/29/2021,Received,10007959.47,2511017.249,12518976.72
PO-554216,SUP0004,AHM001,2/24/2022,3/14/2022,3/14/2022,Received,11270265.85,2990204.588,14260470.44
PO-471694,SUP0003,CHN001,6/2/2021,6/18/2021,6/18/2021,Received,9824282.46,2728370.392,12552652.85
PO-273063,SUP0003,HYD001,1/30/2020,2/15/2020,2/15/2020,Received,23280954.53,6329610.226,29610564.76
PO-179611,SUP0008,PUN001,7/25/2024,8/20/2024,8/20/2024,Received,16169666.96,4527506.749,20697173.71
PO-283841,SUP0008,AHM001,1/2/2021,1/28/2021,1/28/2021,Received,1524118.05,383768.589,1907886.639
PO-518031,SUP0002,HYD001,12/21/2020,12/31/2020,12/31/2020,Received,22337713.98,6254559.914,28592273.89
PO-851687,SUP0004,AHM001,3/2/2019,3/20/2019,3/20/2019,Received,1133666.32,204059.9376,1337726.258
PO-271866,SUP0005,CHN001,9/9/2021,10/7/2021,,Cancelled,2055070.42,369912.6756,2424983.096
PO-682308,SUP0002,PUN001,2/20/2024,3/1/2024,3/8/2024,Received,12146832.29,3220404.764,15367237.05
PO-932686,SUP0007,CHN001,1/12/2021,1/24/2021,1/24/2021,Received,12461876.33,3411964.265,15873840.6
PO-596309,SUP0008,KOL001,2/8/2023,3/6/2023,,Cancelled,11714475.42,3280053.118,14994528.54
PO-895217,SUP0003,AHM001,12/6/2024,12/22/2024,12/22/2024,Received,16715028.13,4680207.876,21395236.01
PO-580690,SUP0002,DEL001,10/2/2021,10/12/2021,10/17/2021,Received,1937313.96,441986.0008,2379299.961
PO-427140,SUP0001,PUN001,6/5/2020,6/24/2020,6/24/2020,Received,27555.84,4960.0512,32515.8912
PO-362464,SUP0001,AHM001,12/11/2024,12/30/2024,12/30/2024,Received,1473483.84,265227.0912,1738710.931
PO-187858,SUP0005,KOL001,5/16/2022,6/13/2022,6/13/2022,Received,10586929.99,2931174.202,13518104.19
PO-243968,SUP0002,AHM001,10/31/2023,11/10/2023,11/10/2023,Received,4220922.04,1171047.639,5391969.679
PO-108189,SUP0005,DEL001,12/30/2022,1/27/2023,,Cancelled,6647099.3,1861187.804,8508287.104
PO-552124,SUP0004,CHN001,11/6/2020,11/24/2020,11/29/2020,Received,6647985.8,1843918.67,8491904.47
PO-588083,SUP0006,AHM001,1/14/2022,1/24/2022,1/24/2022,Received,43120457.03,12046604.03,55167061.06
PO-911482,SUP0002,PUN001,5/13/2020,5/23/2020,5/23/2020,Received,5383427.58,1477323.226,6860750.806
PO-949614,SUP0004,HYD001,4/13/2022,5/1/2022,4/30/2022,Received,31592139.92,8615150.374,40207290.29
PO-593583,SUP0005,AHM001,12/27/2021,1/24/2022,1/24/2022,Received,17445930.75,4884860.61,22330791.36
PO-844318,SUP0002,PUN001,10/26/2023,11/5/2023,11/5/2023,Received,17528396.22,4670910.946,22199307.17
PO-594878,SUP0007,CHN001,4/14/2019,4/26/2019,4/26/2019,Received,4282405.44,1140261.143,5422666.583
PO-183726,SUP0002,KOL001,4/19/2020,4/29/2020,5/3/2020,Received,1573831.26,283289.6268,1857120.887
PO-721142,SUP0002,DEL001,7/15/2021,7/25/2021,7/25/2021,Received,1880516.01,436562.1768,2317078.187
PO-525071,SUP0002,DEL001,3/15/2022,3/25/2022,3/25/2022,Received,32282392.67,9014237.401,41296630.07
PO-705050,SUP0004,DEL001,3/29/2019,4/16/2019,4/16/2019,Received,2565932.79,626177.5442,3192110.334
PO-962702,SUP0003,PUN001,8/24/2024,9/9/2024,9/7/2024,Received,7500077.05,2031369.324,9531446.374
PO-607508,SUP0005,AHM001,10/10/2024,11/7/2024,11/7/2024,Received,9451813.45,2627799.825,12079613.28
PO-459122,SUP0001,AHM001,7/27/2020,8/15/2020,8/15/2020,Received,27012507.47,7548819.9,34561327.37
PO-367627,SUP0004,CHN001,3/3/2021,3/21/2021,3/21/2021,Received,5723585.56,1595953.379,7319538.939
PO-666175,SUP0005,KOL001,5/19/2021,6/16/2021,6/16/2021,Received,20090034.3,5452400.393,25542434.69
PO-303962,SUP0001,AHM001,10/18/2022,11/6/2022,11/6/2022,Received,22694088.16,6070417.51,28764505.67
PO-752649,SUP0002,PUN001,4/9/2022,4/19/2022,4/19/2022,Received,37543109.38,10466982.83,48010092.21
PO-390077,SUP0006,PUN001,11/12/2023,11/22/2023,11/22/2023,Received,4249865.66,1144301.23,5394166.89
PO-285863,SUP0001,HYD001,5/2/2019,5/21/2019,5/21/2019,Received,2882543.86,789676.9848,3672220.845
PO-273273,SUP0006,KOL001,7/19/2022,7/29/2022,7/29/2022,Received,23849576.24,6620170.412,30469746.65
PO-117053,SUP0005,DEL001,9/5/2022,10/3/2022,10/3/2022,Received,5348166.44,1477989.359,6826155.799
PO-484958,SUP0002,DEL001,4/4/2020,4/14/2020,4/14/2020,Received,8155550.28,2101056.702,10256606.98
PO-422461,SUP0005,HYD001,2/21/2023,3/21/2023,3/21/2023,Received,2583187.5,596869.974,3180057.474
PO-732894,SUP0007,AHM001,2/9/2022,2/21/2022,2/21/2022,Received,19833491.22,5409652.675,25243143.89
PO-943006,SUP0005,AHM001,12/22/2019,1/19/2020,1/26/2020,Received,4081762.11,1142893.391,5224655.501
PO-966317,SUP0001,KOL001,5/9/2019,5/28/2019,5/28/2019,Received,13801249.72,3864349.922,17665599.64
PO-451604,SUP0003,KOL001,6/18/2022,7/4/2022,,Cancelled,16913011.77,4513555.96,21426567.73
PO-462751,SUP0001,HYD001,1/16/2020,2/4/2020,2/4/2020,Received,14760678.7,4112868.484,18873547.18
PO-219768,SUP0002,DEL001,10/6/2021,10/16/2021,10/16/2021,Received,10477749.46,2929006.944,13406756.4
PO-812330,SUP0005,CHN001,11/29/2023,12/27/2023,12/27/2023,Received,26017043.64,7265848.847,33282892.49
PO-333804,SUP0004,HYD001,4/3/2022,4/21/2022,4/26/2022,Received,12792141.56,3436675.981,16228817.54
PO-809790,SUP0002,CHN001,2/5/2024,2/15/2024,2/15/2024,Received,11906195.63,3131650.597,15037846.23
PO-542512,SUP0004,DEL001,10/30/2019,11/17/2019,11/17/2019,Received,20605217.92,5617448.399,26222666.32
PO-351816,SUP0005,DEL001,11/1/2019,11/29/2019,12/3/2019,Received,236579.92,42584.3856,279164.3056
PO-978493,SUP0007,KOL001,2/5/2019,2/17/2019,2/17/2019,Received,3009960.04,803169.3292,3813129.369
PO-283996,SUP0002,KOL001,3/26/2021,4/5/2021,4/5/2021,Received,24997344.43,6999256.44,31996600.87
PO-683495,SUP0002,KOL001,10/3/2023,10/13/2023,10/13/2023,Received,17875881.16,4947264.473,22823145.63
PO-463763,SUP0008,HYD001,5/24/2021,6/19/2021,6/19/2021,Received,1349864.88,242975.6784,1592840.558
PO-356368,SUP0003,HYD001,10/7/2024,10/23/2024,10/23/2024,Received,978879.99,268035.9622,1246915.952
PO-262266,SUP0002,CHN001,3/28/2023,4/7/2023,4/7/2023,Received,13088203.17,3614045.713,16702248.88
PO-811876,SUP0006,CHN001,9/15/2020,9/25/2020,9/25/2020,Received,2612034.22,652301.3346,3264335.555
PO-483155,SUP0006,DEL001,11/14/2021,11/24/2021,11/24/2021,Received,13061834.18,3488630.545,16550464.73
PO-227890,SUP0001,HYD001,2/13/2022,3/4/2022,3/4/2022,Received,29527724.04,8106436.516,37634160.56
PO-400440,SUP0007,AHM001,1/4/2021,1/16/2021,1/16/2021,Received,7624316.29,2048956.557,9673272.847
PO-781310,SUP0007,KOL001,7/13/2021,7/25/2021,7/25/2021,Received,46779769.45,13097104.75,59876874.2
PO-786426,SUP0003,CHN001,10/30/2022,11/15/2022,11/15/2022,Received,17529268.13,4908195.076,22437463.21
PO-919445,SUP0002,PUN001,7/11/2021,7/21/2021,7/21/2021,Received,15049804.8,4079832.165,19129636.97
PO-310739,SUP0008,DEL001,1/10/2024,2/5/2024,2/5/2024,Received,19635077.99,5376094.981,25011172.97
PO-914230,SUP0001,CHN001,8/20/2021,9/8/2021,9/11/2021,Received,13723589.17,3829752.283,17553341.45
PO-787190,SUP0002,HYD001,3/28/2021,4/7/2021,4/7/2021,Received,57324993.75,15876081.21,73201074.96
PO-217808,SUP0003,PUN001,7/20/2021,8/5/2021,8/5/2021,Received,6946446.59,1890268.181,8836714.771
PO-586050,SUP0001,DEL001,10/2/2019,10/21/2019,10/21/2019,Received,12232723.96,3425162.709,15657886.67
PO-771681,SUP0006,HYD001,2/10/2024,2/20/2024,2/20/2024,Received,11137464.94,2977859.33,14115324.27
PO-121374,SUP0005,DEL001,9/29/2023,10/27/2023,10/27/2023,Received,12313794.52,3248213.22,15562007.74
PO-223581,SUP0003,CHN001,6/19/2020,7/5/2020,7/9/2020,Received,4714470.6,1314524.034,6028994.634
PO-859970,SUP0005,PUN001,1/2/2022,1/30/2022,1/30/2022,Received,22436085.55,6029846.247,28465931.8
PO-646988,SUP0003,HYD001,2/16/2022,3/4/2022,3/4/2022,Received,25994383.57,6986885.045,32981268.61
PO-271857,SUP0005,DEL001,2/10/2022,3/10/2022,3/13/2022,Received,17708176.61,4929854.42,22638031.03
PO-280121,SUP0008,KOL001,3/12/2019,4/7/2019,4/7/2019,Received,16604702.24,4628632.031,21233334.27
PO-757064,SUP0007,HYD001,5/5/2021,5/17/2021,5/17/2021,Received,27825154.44,7733173.457,35558327.9
PO-974118,SUP0006,CHN001,9/29/2021,10/9/2021,10/9/2021,Received,283703.22,51066.5796,334769.7996
PO-888001,SUP0001,KOL001,11/13/2019,12/2/2019,12/9/2019,Received,3918582.66,1094791.351,5013374.011
PO-586143,SUP0005,AHM001,1/21/2023,2/18/2023,2/21/2023,Received,32115704.63,8717986.784,40833691.41
PO-890124,SUP0005,CHN001,12/27/2023,1/24/2024,1/24/2024,Received,42079471.04,11706505.54,53785976.58
PO-113930,SUP0004,HYD001,10/9/2023,10/27/2023,10/27/2023,Received,5565306.07,1558285.7,7123591.77
PO-662665,SUP0003,KOL001,4/6/2019,4/22/2019,4/22/2019,Received,23903468.54,6494210.75,30397679.29
PO-755708,SUP0002,PUN001,8/28/2019,9/7/2019,9/9/2019,Received,932506.52,167851.1736,1100357.694
PO-592047,SUP0003,KOL001,11/9/2024,11/25/2024,11/25/2024,Received,3629741.91,763970.3678,4393712.278
PO-924857,SUP0003,DEL001,6/15/2020,7/1/2020,,Cancelled,3275156.81,906357.9528,4181514.763
PO-180969,SUP0003,PUN001,1/6/2020,1/22/2020,1/22/2020,Received,30007217.5,8198629.67,38205847.17
PO-139828,SUP0005,HYD001,2/16/2020,3/15/2020,3/15/2020,Received,327460.01,58942.8018,386402.8118
PO-326527,SUP0007,AHM001,11/1/2022,11/13/2022,11/13/2022,Received,21588001,5812063.573,27400064.57
PO-195675,SUP0001,CHN001,3/13/2022,4/1/2022,4/1/2022,Received,394607.68,71029.3824,465637.0624
PO-659630,SUP0006,PUN001,7/13/2020,7/23/2020,7/23/2020,Received,4714683.87,1305284.815,6019968.685
PO-643678,SUP0006,PUN001,8/1/2024,8/11/2024,8/11/2024,Received,18865853.23,4958397.465,23824250.7
PO-717479,SUP0004,AHM001,5/29/2023,6/16/2023,6/16/2023,Received,2101273.9,588356.692,2689630.592
PO-745869,SUP0005,PUN001,1/2/2023,1/30/2023,,Cancelled,17013034.18,4763649.57,21776683.75
PO-310270,SUP0006,KOL001,2/12/2022,2/22/2022,,Cancelled,31152236.24,8704159.448,39856395.69
PO-988622,SUP0007,HYD001,9/28/2022,10/10/2022,10/10/2022,Received,41605990.36,11596310.86,53202301.22
PO-516810,SUP0008,CHN001,1/5/2020,1/31/2020,1/31/2020,Received,5668436.13,1399799.56,7068235.69
PO-118413,SUP0006,CHN001,12/6/2023,12/16/2023,12/16/2023,Received,31250864.75,8665610.486,39916475.24
PO-129187,SUP0001,AHM001,5/1/2021,5/20/2021,5/25/2021,Received,14699003.15,4013439.29,18712442.44
PO-626504,SUP0008,CHN001,12/22/2023,1/17/2024,1/17/2024,Received,3558543.44,938566.1232,4497109.563
PO-544938,SUP0007,HYD001,9/14/2020,9/26/2020,9/29/2020,Received,734784.27,174145.9986,908930.2686
PO-229526,SUP0004,CHN001,8/7/2021,8/25/2021,8/25/2021,Received,16379962.14,4533916.762,20913878.9
PO-939354,SUP0006,AHM001,7/6/2024,7/16/2024,7/20/2024,Received,1775955.6,497267.568,2273223.168
PO-361306,SUP0004,DEL001,3/19/2021,4/6/2021,4/6/2021,Received,19881560.58,5553744.434,25435305.01
PO-330765,SUP0008,CHN001,1/30/2022,2/25/2022,2/25/2022,Received,3369036.72,943330.2816,4312367.002
PO-188533,SUP0005,DEL001,10/20/2020,11/17/2020,,Cancelled,21142124.37,5769470.02,26911594.39
PO-248510,SUP0002,PUN001,3/21/2021,3/31/2021,,Cancelled,12047736.1,3322126.378,15369862.48
PO-217941,SUP0001,AHM001,11/21/2022,12/10/2022,12/10/2022,Received,7860461.96,2179811.889,10040273.85
PO-128025,SUP0008,PUN001,7/5/2019,7/31/2019,7/31/2019,Received,22699595.42,6092473.955,28792069.37
PO-892306,SUP0001,CHN001,12/22/2019,1/10/2020,1/10/2020,Received,3442022.04,878106.1932,4320128.233
PO-515459,SUP0004,DEL001,12/16/2019,1/3/2020,1/8/2020,Received,4867577.52,1333794.464,6201371.984
PO-701880,SUP0001,DEL001,12/3/2023,12/22/2023,12/19/2023,Received,1631641.5,456859.62,2088501.12
PO-229335,SUP0003,CHN001,11/4/2019,11/20/2019,11/20/2019,Received,12981183.41,3610383.538,16591566.95
PO-110892,SUP0003,PUN001,7/24/2020,8/9/2020,,Cancelled,3773014.05,1056443.934,4829457.984
PO-205992,SUP0004,PUN001,7/10/2023,7/28/2023,7/28/2023,Received,28419638.78,7742809.079,36162447.86
PO-678673,SUP0004,CHN001,1/31/2019,2/18/2019,,Cancelled,9518471.96,2616889.087,12135361.05
PO-141527,SUP0006,PUN001,12/5/2024,12/15/2024,12/15/2024,Received,35274565.63,9876878.376,45151444.01
PO-342387,SUP0003,DEL001,3/5/2019,3/21/2019,3/21/2019,Received,2397372.22,669393.2056,3066765.426
PO-866715,SUP0007,PUN001,11/4/2020,11/16/2020,11/16/2020,Received,23348455.42,6501656.664,29850112.08
PO-737070,SUP0001,KOL001,5/15/2021,6/3/2021,6/3/2021,Received,25948153.05,7170175.774,33118328.82
PO-935040,SUP0007,DEL001,6/28/2022,7/10/2022,7/10/2022,Received,4460456.19,1175172.076,5635628.266
PO-976783,SUP0006,CHN001,2/16/2020,2/26/2020,3/4/2020,Received,4315742.7,1195595.988,5511338.688
PO-937745,SUP0008,DEL001,4/11/2022,5/7/2022,5/12/2022,Received,10105161.2,2829445.136,12934606.34
PO-689451,SUP0007,AHM001,1/25/2021,2/6/2021,2/10/2021,Received,1301336.33,341484.6884,1642821.018
PO-867945,SUP0003,CHN001,4/23/2022,5/9/2022,5/9/2022,Received,37350652.81,10367272.84,47717925.65
PO-975642,SUP0003,CHN001,4/17/2021,5/3/2021,4/30/2021,Received,3776955.03,979049.5254,4756004.555
PO-745353,SUP0002,DEL001,2/6/2023,2/16/2023,2/16/2023,Received,157394.07,28330.9326,185725.0026
PO-768807,SUP0007,HYD001,6/4/2021,6/16/2021,,Cancelled,13255985.57,3711675.96,16967661.53
PO-107289,SUP0008,KOL001,7/4/2022,7/30/2022,7/30/2022,Received,99330.79,17879.5422,117210.3322
PO-563761,SUP0007,DEL001,1/18/2024,1/30/2024,1/29/2024,Received,6625727.95,1837213.274,8462941.224
PO-617142,SUP0004,KOL001,3/23/2021,4/10/2021,4/7/2021,Received,22590485.76,6264787.357,28855273.12
PO-142721,SUP0003,HYD001,12/20/2019,1/5/2020,1/5/2020,Received,10677459.51,2957660.63,13635120.14
PO-535610,SUP0003,KOL001,11/19/2022,12/5/2022,12/5/2022,Received,47720212.09,13314002.03,61034214.12
PO-774538,SUP0007,AHM001,7/20/2023,8/1/2023,8/1/2023,Received,402703.81,97876.3258,500580.1358
PO-632608,SUP0003,AHM001,4/27/2020,5/13/2020,5/13/2020,Received,25069205.45,6999498.347,32068703.8
PO-918711,SUP0004,DEL001,3/5/2019,3/23/2019,3/23/2019,Received,16964692.92,4686185.554,21650878.47
PO-651431,SUP0002,PUN001,10/24/2023,11/3/2023,11/7/2023,Received,11803350.14,3296068.593,15099418.73
PO-266696,SUP0001,CHN001,11/17/2023,12/6/2023,12/6/2023,Received,18578141.07,5166786.012,23744927.08
PO-333699,SUP0003,CHN001,1/13/2022,1/29/2022,1/29/2022,Received,3286719.9,907435.212,4194155.112
PO-884176,SUP0007,HYD001,3/10/2024,3/22/2024,3/22/2024,Received,7748505.9,2169581.652,9918087.552
PO-462709,SUP0001,HYD001,3/9/2020,3/28/2020,3/28/2020,Received,2873578.58,804602.0024,3678180.582
PO-830052,SUP0004,CHN001,9/12/2020,9/30/2020,9/30/2020,Received,24541217.16,6576985.597,31118202.76
PO-359850,SUP0002,CHN001,9/3/2023,9/13/2023,9/13/2023,Received,14070968.11,3939871.071,18010839.18
PO-188750,SUP0003,PUN001,7/2/2019,7/18/2019,7/18/2019,Received,14909912.25,4056456.251,18966368.5
PO-719943,SUP0008,DEL001,11/5/2023,12/1/2023,12/4/2023,Received,12370600.94,3452493.829,15823094.77
PO-718916,SUP0004,PUN001,7/22/2019,8/9/2019,8/9/2019,Received,28462298.74,7938257.339,36400556.08
